target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11789400406,Antigua Express,,3602 West 3rd Street,Little Bangladesh,CA,90020,34.0689143,-118.2944262,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11795085566,Atlas Shippers International,,,Los Angeles,CA,,34.0711922,-118.2919962,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:358826451,City National Plaza Station Los Angeles Post Office,United States Postal Service,,Los Angeles,CA,,34.0514669,-118.2565946,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:way:426605009,Del Valle Station Los Angeles Post Office,,,Los Angeles,CA,,34.0367852,-118.2763176,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:8384716789,FedEx Office,FedEx Office,,Los Angeles,CA,,34.0493337,-118.258426,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:12249749406,Figex,,4107 Beverly Boulevard,Wilshire Center,CA,90004,34.0764582,-118.2985683,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:358826619,Foy Station Los Angeles Post Office,United States Postal Service,1808 West 7th Street,Los Angeles,CA,90057,34.0549074,-118.2738281,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:9693524770,International Packing Express,,,Los Angeles,CA,,34.0333177,-118.2488531,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11795085567,Johnny Air,,,Los Angeles,CA,,34.0713155,-118.2919761,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:13938277945,LA Pack N Ship,,3003 West Olympic Boulevard 106,Los Angeles,CA,90006,34.0529004,-118.3004861,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:12249740564,La Cumbre Maya Express,,4054 Beverly Boulevard,Wilshire Center,CA,90004,34.0761712,-118.2971502,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:5304495453,Larchmont Mail Shop,,137 North Larchmont Boulevard,Los Angeles,CA,90004,34.0741188,-118.323909,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:358826377,Los Angeles Main Post Office,United States Postal Service,,Los Angeles,CA,,34.0538618,-118.2398013,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:way:427532837,Market Station Los Angeles Post Office,United States Postal Service,,Los Angeles,CA,,34.0375501,-118.2428291,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:way:428513692,Pico Heights Station Los Angeles Post Office,United States Postal Service,2390 West Pico Boulevard,Los Angeles,CA,90075-9997,34.0469593,-118.2888726,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11789400380,Puerto Barrios Express,,3717 West 3rd Street,Little Bangladesh,CA,90020,34.0692124,-118.2971952,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:358826553,Rimpau Station Los Angeles Post Office,United States Postal Service,,Los Angeles,CA,,34.0386003,-118.328514,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:way:1267646043,Ship4U Express,,3573 West 3rd Street,Little Bangladesh,CA,90020,34.0693007,-118.2937297,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11832175708,Standard Express,,,Los Angeles,CA,,34.069263,-118.3046711,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11789393828,Tabu-2 Express,,3512 West 3rd Street,Los Angeles,CA,90020,34.0689251,-118.2921784,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:12385689385,The UPS Store,The UPS Store,,Los Angeles,CA,,34.0494948,-118.2424093,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:1584156671,The UPS Store,The UPS Store,645 (Unit 110) W. 9th St.,Los Angeles,CA,90015,34.0460223,-118.261092,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:11789400392,Transportes Universal Express,,3706 West 3rd Street,Little Bangladesh,CA,90020,34.0689117,-118.2970678,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:way:30666790,USPO Terminal Annex,United States Postal Service,900 Alameda St,Los Angeles,CA,90012,34.0581039,-118.2353939,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:1584094441,United States Post Office,United States Postal Service,,Los Angeles,CA,,34.04805,-118.258308,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:3262466438,United States Post Office,United States Postal Service,,Los Angeles,CA,,34.0512999,-118.2514249,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
downtown-koreatown-midwilshire,Downtown LA / Koreatown / Mid-Wilshire field,urban_core_mixed_service_field,post_office,osm:node:358826544,United States Post Office,United States Postal Service,265 South Western Avenue,Los Angeles,CA,90004-9998,34.069434,-118.309525,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:12191239069,Box Brothers,,,Torrance,CA,,33.8731622,-118.3600267,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:8902911065,FedEx,FedEx,23325 Hawthorne Boulevard,Torrance,CA,90505,33.8146302,-118.351538,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9109666233,Handle with Care,,1207 South Pacific Coast Highway,Torrance,CA,,33.8242786,-118.3856918,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9349901506,MJ Express Mail,,,Torrance,CA,,33.8732244,-118.3261078,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:way:957662102,Mailboxes and More,,1525 Aviation Boulevard,Redondo Beach,CA,90278,33.8688154,-118.3830548,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:way:412294652,Marcelina Station Torrance Post Office,United States Postal Service,,Torrance,CA,,33.8337612,-118.3159213,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9036498538,North Redondo Beach Post Office,United States Postal Service,2215 Artesia Boulevard,Redondo Beach,CA,90278,33.8730166,-118.371437,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:way:443430680,North Torrance Station Torrance Post Office,,,Torrance,CA,,33.8665137,-118.3259892,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:12811830465,Post Office,,,Torrance,CA,,33.8380569,-118.3644387,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9335774446,Post Office,PostalAnnex,B,Torrance,CA,,33.8510669,-118.3897547,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9362837603,Postal Boxes Etc,,,Torrance,CA,,33.8737332,-118.351556,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:5775902453,Postmaster Plus,,21213 Hawthorne Boulevard B,Torrance,CA,90503,33.8367494,-118.3553516,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:2894786951,The UPS Store,The UPS Store,21143 Hawthorne Boulevard,Torrance,CA,90503,33.8383157,-118.355546,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9081194388,The UPS Store,The UPS Store,2110 Artesia Boulevard B,Torrance,CA,,33.872526,-118.373827,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9387215099,The UPS Store,The UPS Store,,Torrance,CA,,33.8222545,-118.3280329,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9544177923,The UPS Store,The UPS Store,,Torrance,CA,,33.8185299,-118.3847523,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9588594903,The UPS Store,The UPS Store,407 Pacific Coast Highway 101,Torrance,CA,,33.8476965,-118.389623,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:node:9757908135,The UPS Store,The UPS Store,2106 Artesia Boulevard,Torrance,CA,,33.8724729,-118.3163921,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,exclude,private_shipping_counter
south-bay-torrance,South Bay / Torrance field,coastal_suburban_mall_auto_service_field,post_office,osm:way:259531236,Torrance Post Office,,,Torrance,CA,,33.8287982,-118.3290516,OpenStreetMap Overpass API,2026-08-13,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
